Domain,,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference,Improvement,Tradeoff
Optimal Binary Search Tree (No Insert/Delete),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,74,,Optimal Binary Search Tree (No Insert/Delete),GreedyASS + Tango Tree,1.0,Self-balancing BST,,2010,https://arxiv.org/abs/1810.01785,yes,O(lg lg n) competitive in dynamic setting; satisfies static optimality and the (weighted) dynamic finger bound,,"Iacono, Langerman",,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n lg n)?,7.0,,,,,,,,,,,O(lg n),3.0,"worst-case; amortized cost is O(1+lg ((sum of weights of items between s_i and s_(i+1))/min(w_i, w_(i+1))))",https://arxiv.org/abs/1810.01785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Optimal Binary Search Tree (with Insert/Delete),61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,75,,Optimal Binary Search Tree (with Insert/Delete),Splay Tree,1.0,Self-balancing Dynamic BST,,1985,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,yes,conjectured to be optimal up to constant factor (see dynamic optimality conjecture),Splay_tree,"Sleator, Tarjan",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,amortized,,O(lg n),3.0,amortized,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,O(lg n),3.0,amortized,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,O(lg n),3.0,amortized,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Optimal Binary Search Tree (with Insert/Delete),62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,76,,Optimal Binary Search Tree (with Insert/Delete),Unified Structure,1.0,,,2004,http://erikdemaine.org/papers/Unified_TCS/paper.pdf,yes,O(lg lg n) competitive in dynamic setting; satisfies unified bound,,"Badoiu, Cole, Demaine, Iacono",,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n lg n)?,7.0,,,O(lg n)?,3.0,amortized,,O(lg n)?,3.0,amortized,,O(lg n)?,3.0,amortized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Optimal Binary Search Tree (with Insert/Delete),63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,77,,Optimal Binary Search Tree (with Insert/Delete),Multi-Splay Tree,1.0,Self-balancing Dynamic BST,,2006,https://dl.acm.org/doi/10.5555/1109557.1109600,yes,O(lg lg n) competitive in dynamic setting,,"Wang, Derryberry, Sleator",,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n lg lg n)?,6.01,,,O(lg lg n),2.0,amortized,https://dl.acm.org/doi/10.5555/1109557.1109600,O(lg lg n),2.0,amortized,https://dl.acm.org/doi/10.5555/1109557.1109600,O(lg n),3.0,amortized; worst-case is O((lg n)^2),https://dl.acm.org/doi/10.5555/1109557.1109600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Ordered Associative Array (Comparison),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ordered Associative Array (Comparison),AVL Tree,1.0,Self-balancing BST,,1962,https://zhjwpku.com/assets/pdf/AED2-10-avl-paper.pdf,yes,among the first to be discovered,AVL_tree,"Adelson-Velsky, Landis",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,,,O(lg n),3.0,,https://zhjwpku.com/assets/pdf/AED2-10-avl-paper.pdf,O(lg n),3.0,,,O(lg n),3.0,,https://zhjwpku.com/assets/pdf/AED2-10-avl-paper.pdf,O(lg n),3.0,,,O(m*lg((n/m)+1)),6.0,tree sizes are m ≤ n. also parallelizable?,https://dl.acm.org/doi/pdf/10.1145/322123.322127,O(lg n),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Ordered Associative Array (Comparison),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,Ordered Associative Array (Comparison),2-3 tree,1.0,Self-balancing BST,,1970,,,,2–3_tree,Hopcroft,,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,,,O(lg n),3.0,,,O(lg n),3.0,,,O(lg n),3.0,,,O(lg n),3.0,,,O(m*lg((n/m)+1)),6.0,tree sizes are m ≤ n,https://dl.acm.org/doi/pdf/10.1145/322123.322127,O(lg n),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,,Ordered Associative Array (Comparison),B-tree,1.0,Self-balancing BST,,1970,https://infolab.usc.edu/csci585/Spring2010/den_ar/indexing.pdf,yes,suitable for databases and file systems,B-tree,"Bayer, McCreight",,,O(n),6.0,,words,Word RAM,"n: number of elements
b: bound variable on # of children for internal nodes ",n,O(n lg n/lg b)?,7.0,,,O(lg n/lg b),3.0,,https://infolab.usc.edu/csci585/Spring2010/den_ar/indexing.pdf,O(lg n/lg b),3.0,,https://infolab.usc.edu/csci585/Spring2010/den_ar/indexing.pdf,O(lg n/lg b),3.0,,https://infolab.usc.edu/csci585/Spring2010/den_ar/indexing.pdf,O(lg n/lg b),3.0,,,,,,,O(lg n/lg b),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,,Ordered Associative Array (Comparison),B+ tree,1.0,Self-balancing BST,,1973,https://dl.acm.org/doi/pdf/10.1145/356770.356776,no,"stores keys and records in leaves, along with pred/succ pointers (compared to a B-tree)",B+_tree,,,,O(n),6.0,,words,Word RAM,"n: number of elements
b: bound variable on # of children for internal nodes ",n,O(n lg n/lg b)?,7.0,,,O(lg n/lg b),3.0,,https://dl.acm.org/doi/pdf/10.1145/356770.356776,O(lg n/lg b),3.0,,https://dl.acm.org/doi/pdf/10.1145/356770.356776,O(lg n/lg b),3.0,,https://dl.acm.org/doi/pdf/10.1145/356770.356776,O(1)?,1.0,,https://dl.acm.org/doi/pdf/10.1145/356770.356776,,,,,O(lg n/lg b),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Ordered Associative Array (Comparison),7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,,Ordered Associative Array (Comparison),B* tree,1.0,Self-balancing BST,,1973,https://dl.acm.org/doi/pdf/10.1145/356770.356776,no,uses 2/3 instead of 1/2 (compared to a B-tree),,,,,O(n),6.0,,words,Word RAM,"n: number of elements
b: bound variable on # of children for internal nodes ",n,O(n lg n/lg b)?,7.0,,,O(lg n/lg b),3.0,,https://dl.acm.org/doi/pdf/10.1145/356770.356776,O(lg n/lg b),3.0,,https://dl.acm.org/doi/pdf/10.1145/356770.356776,O(lg n/lg b),3.0,,https://dl.acm.org/doi/pdf/10.1145/356770.356776,O(lg n/lg b),3.0,,,,,,,O(lg n/lg b),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,,Ordered Associative Array (Comparison),BB[alpha] Tree,1.0,Self-balancing BST,,1973,https://dl.acm.org/doi/pdf/10.1145/800152.804906,yes,,Weight-balanced_tree,"Nievergelt, Reingold",,,O(n),6.0,,words,Word RAM,"n: number of elements
alpha: weight balancing factor",n,O(n lg n),7.0,amortized,https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/26129,O(lg n),3.0,amortized (based on height bounds + maintenance operations),https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/26129,O(lg n),3.0,amortized (based on height bounds + maintenance operations),https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/26129,O(lg n),3.0,,https://dl.acm.org/doi/pdf/10.1145/800152.804906,O(lg n),3.0,based on height bounds,,O(m lg(n/m)+1),6.0,tree sizes are m ≤ n. also parallelizable?,https://dl.acm.org/doi/pdf/10.1145/2935764.2935768,O(lg n),3.0,based on height bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,Ordered Associative Array (Comparison),Red-Black Tree,1.0,Self-balancing BST,,1978,https://ieeexplore.ieee.org/document/4567957,yes,,Red–black_tree,"Guibas, Sedgewick",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,,,O(lg n),3.0,,https://ieeexplore.ieee.org/document/4567957,O(lg n),3.0,,https://ieeexplore.ieee.org/document/4567957,O(lg n),3.0,,https://ieeexplore.ieee.org/document/4567957,O(lg n),3.0,,,O(m*lg((n/m)+1)),6.0,tree sizes are m ≤ n. also parallelizable?,https://dl.acm.org/doi/10.1145/2935764.2935768,O(lg n),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,,Ordered Associative Array (Comparison),Splay Tree,1.0,Self-balancing BST,,1985,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,yes,conjectured to be optimal up to constant factor (see dynamic optimality conjecture),Splay_tree,"Sleator, Tarjan",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,amortized,,O(lg n),3.0,amortized,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,O(lg n),3.0,amortized,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,O(lg n),3.0,amortized,https://www.cs.cmu.edu/~sleator/papers/self-adjusting.pdf,O(lg n)?,3.0,,,,,,,O(n)?,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,,Ordered Associative Array (Comparison),Scapegoat Tree,1.0,Self-balancing BST,,1989,https://user.it.uu.se/~arnea/abs/partb.html,yes,,Scapegoat_tree,Andersson,,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,worst-case + amortized,,O(lg n),3.0,worst-case + amortized,http://people.csail.mit.edu/rivest/pubs/GR93.pdf,O(lg n),3.0,worst-case + amortized,http://people.csail.mit.edu/rivest/pubs/GR93.pdf,O(lg n),3.0,worst-case + amortized,http://people.csail.mit.edu/rivest/pubs/GR93.pdf,O(lg n),3.0,,,,,,,O(lg n),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,,Ordered Associative Array (Comparison),Treap,1.0,"Self-balancing BST, supports split and intersection",,1989,http://faculty.washington.edu/aragon/pubs/rst89.pdf,yes,,Treap,"Aragon, Seidel",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,with high probability,,O(lg n),3.0,with high probability,http://faculty.washington.edu/aragon/pubs/rst89.pdf,O(lg n),3.0,with high probability,http://faculty.washington.edu/aragon/pubs/rst89.pdf,O(lg n),3.0,with high probability,http://faculty.washington.edu/aragon/pubs/rst89.pdf,O(lg n),3.0,with high probability,,O(m*lg((n/m)+1)),6.0,expected running time; tree sizes are m ≤ n. also parallelizable,https://dl.acm.org/doi/10.1145/277651.277660,O(lg n),3.0,with high probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Ordered Associative Array (Comparison),17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,,Ordered Associative Array (Comparison),Skip List,1.0,,,1989,https://dl.acm.org/doi/pdf/10.1145/78973.78977,yes,,Skip_list,Pugh,,,O(n) (average case),6.0,https://dl.acm.org/doi/pdf/10.1145/78973.78977,words,word RAM,n: number of elements,n ,O(n)?,6.0,expected (based on coin flips determining higher levels),,O(lg n),3.0,expected (based on which elements appear in the higher levels),https://dl.acm.org/doi/10.1145/78973.78977,O(lg n),3.0,expected (based on which elements appear in the higher levels),https://dl.acm.org/doi/10.1145/78973.78977,O(lg n),3.0,expected (based on which elements appear in the higher levels),https://dl.acm.org/doi/10.1145/78973.78977,O(lg n),3.0,expected (based on which elements appear in the higher levels),,,,,,O(1)?,1.0,for min only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Ordered Associative Array (Comparison),18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,,Ordered Associative Array (Comparison),Deterministic Skip List,1.0,,,1992,https://www.ic.unicamp.br/~celio/peer2peer/skip-net-graph/deterministic-skip-lists-munro.pdf,yes,,,"Munro, Papadakis, Sedgewick",,,O(n),6.0,https://www.ic.unicamp.br/~celio/peer2peer/skip-net-graph/deterministic-skip-lists-munro.pdf,words,word RAM,n: number of elements,n ,O(n)?,6.0,,,O(lg n),3.0,,https://www.ic.unicamp.br/~celio/peer2peer/skip-net-graph/deterministic-skip-lists-munro.pdf,O(lg n),3.0,,https://www.ic.unicamp.br/~celio/peer2peer/skip-net-graph/deterministic-skip-lists-munro.pdf,O(lg n),3.0,,https://www.ic.unicamp.br/~celio/peer2peer/skip-net-graph/deterministic-skip-lists-munro.pdf,O(lg n),3.0,,,,,,,O(1)?,1.0,for min only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,Ordered Associative Array (Comparison),AA tree,1.0,Self-balancing BST,,1993,https://cs.gmu.edu/~rcarver/cs310/aa-tree.pdf,yes,,AA_tree,Andersson,,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,,,O(lg n),3.0,,,O(lg n),3.0,,,O(lg n),3.0,,,O(lg n),3.0,,,,,,,O(lg n),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,21,,Ordered Associative Array (Comparison),Jump List,1.0,,,1995,https://epubs.siam.org/doi/pdf/10.1137/S0097539792241102?casa_token=RoY3RrpUuFMAAAAA:Sc89TVYIb4xGcTVVpBeM-WoC7JonLRX7Jq8jOaEsyJydwqW-cEsdJEJEGGXOcvFZuUrr7c3qSA,yes,,,"Andersson, Ottmann",,,O(cn),6.0,https://epubs.siam.org/doi/pdf/10.1137/S0097539792241102?casa_token=RoY3RrpUuFMAAAAA:Sc89TVYIb4xGcTVVpBeM-WoC7JonLRX7Jq8jOaEsyJydwqW-cEsdJEJEGGXOcvFZuUrr7c3qSA,words,word RAM,"n: number of characters in string
c: number of levels",n ,O(n lg n)?,7.0,sort and then put in edges as necessary,,O(n^(floor(c/2)/c)),4.67,(amortized or assumes number of elements stays within certain bounds),https://epubs.siam.org/doi/pdf/10.1137/S0097539792241102?casa_token=RoY3RrpUuFMAAAAA:Sc89TVYIb4xGcTVVpBeM-WoC7JonLRX7Jq8jOaEsyJydwqW-cEsdJEJEGGXOcvFZuUrr7c3qSA,O(n^(floor(c/2)/c)),4.67,(amortized or assumes number of elements stays within certain bounds),https://epubs.siam.org/doi/pdf/10.1137/S0097539792241102?casa_token=RoY3RrpUuFMAAAAA:Sc89TVYIb4xGcTVVpBeM-WoC7JonLRX7Jq8jOaEsyJydwqW-cEsdJEJEGGXOcvFZuUrr7c3qSA,O(c*n^(1/c)),4.67,,https://epubs.siam.org/doi/pdf/10.1137/S0097539792241102?casa_token=RoY3RrpUuFMAAAAA:Sc89TVYIb4xGcTVVpBeM-WoC7JonLRX7Jq8jOaEsyJydwqW-cEsdJEJEGGXOcvFZuUrr7c3qSA,,,,,,,,,O(1)?,1.0,(can be kept track of as a pointer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,,Ordered Associative Array (Comparison),Dynamic BST,1.0,"Self-balancing Dynamic BST, seems to work better on random input sequence",Vinod et al,2006,https://ieeexplore.ieee.org/abstract/document/1648303,yes,,,"Vinod, Pushpa, Maple",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n^2)?,9.0,worst-case; presumably does better with random sequence of inputs?,,O(n)?,6.0,worst-case; presumably does better with random sequence of inputs?,,O(n)?,6.0,worst-case; presumably does better with random sequence of inputs?,,O(n)?,6.0,worst-case; presumably does better with random sequence of inputs?,,O(n)?,6.0,worst-case; presumably does better with random sequence of inputs?,,,,,,O(n)?,6.0,worst-case; presumably does better with random sequence of inputs?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,Ordered Associative Array (Comparison),Left-Leaning Red-Black Tree,1.0,Self-balancing BST,,2008,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.139.282,yes,,Left-leaning_red–black_tree,Sedgewick,,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,,,O(lg n),3.0,,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.139.282,O(lg n),3.0,,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.139.282,O(lg n),3.0,,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.139.282,O(lg n),3.0,,,,,,,O(lg n),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,,Ordered Associative Array (Comparison),B+* tree,1.0,Self-balancing BST,,2010,https://ispranproceedings.elpub.ru/jour/article/view/1188,yes,combination of B+ and B*,,"Rigin, Shershakov",,,O(n),6.0,,words,Word RAM,"n: number of elements
b: bound variable on # of children for internal nodes ",n,O(n lg n/lg b)?,7.0,,,O(lg n/lg b),3.0,,,O(lg n/lg b),3.0,,,O(lg n/lg b),3.0,,,O(1)?,1.0,,,,,,,O(lg n/lg b),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,,Ordered Associative Array (Comparison),WAVL Tree,1.0,Self-balancing BST,,2010,https://dl.acm.org/doi/abs/10.1145/2689412,yes,,WAVL_tree,"Haeupler, Sen, Tarjan",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n),7.0,,,O(lg n),3.0,(implicit in paper),https://dl.acm.org/doi/abs/10.1145/2689412,O(lg n),3.0,(implicit in paper),https://dl.acm.org/doi/abs/10.1145/2689412,O(lg n),3.0,(due to height bounds),https://dl.acm.org/doi/abs/10.1145/2689412,O(lg n),3.0,,,,,,,O(lg n),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,,Ordered Associative Array (Comparison),Zip Tree,1.0,Self-balancing BST,,2010,https://arxiv.org/abs/1806.06726,yes,,Zip_tree,"Tarjan, Levy, Timmel",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n lg n)?,7.0,"with high probability, based on height bounds",,O(lg n)?,3.0,"with high probability, based on height bounds",https://arxiv.org/abs/1806.06726,O(lg n)?,3.0,"with high probability, based on height bounds",https://arxiv.org/abs/1806.06726,O(lg n)?,3.0,"with high probability, based on height bounds",https://arxiv.org/abs/1806.06726,O(lg n)?,3.0,"with high probability, based on height bounds",,,,,,O(lg n)?,3.0,"with high probability, based on height bounds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Ordered Associative Array (Comparison),15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,,Ordered Associative Array (Comparison),Partitioned Binary Search Tree,1.0,Self-balancing BST,,2010,https://www.cys.cic.ipn.mx/ojs/index.php/CyS/article/view/3108/2727,yes,,,"Zouana, Zegour",,,O(n),6.0,,words,Word RAM,"n: number of elements
k: ""tolerated length of red nodes succession plus 1""",n,O(nk lg (1+n/k)),7.0,,,O(k*lg (1+n/k)),3.0,based on height bounds + maintenance operations,https://www.cys.cic.ipn.mx/ojs/index.php/CyS/article/view/3108/2727,O(k*lg (1+n/k)),3.0,based on height bounds + maintenance operations,https://www.cys.cic.ipn.mx/ojs/index.php/CyS/article/view/3108/2727,O(k*lg (1+n/k)),3.0,based on height bounds,https://www.cys.cic.ipn.mx/ojs/index.php/CyS/article/view/3108/2727,O(k*lg (1+n/k)),3.0,based on height bounds,,,,,,O(k*lg (1+n/k)),3.0,based on height bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
"Ordered Associative Array (Non-Comparison), Large Universe",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,,"Ordered Associative Array (Non-Comparison), Large Universe",van Emde Boas Tree,1.0,Finite-Universe Tree Data Structure,,1975,https://www.sciencedirect.com/science/article/pii/002001907790031X,yes,,Van_Emde_Boas_tree,van Emde Boas,,,O(U),11.0,https://www.sciencedirect.com/science/article/pii/002001907790031X,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O(U lg lg U),11.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),3.0,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(n lg lg U)?,7.0,,,O(1),1.0,(stored as attributes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
"Ordered Associative Array (Non-Comparison), Large Universe",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,24,,"Ordered Associative Array (Non-Comparison), Large Universe",p-fast Trie,1.0,Finite-Universe Tree Data Structure,,1981,https://www.sciencedirect.com/science/article/pii/0022000084900205,yes,simpler fersion of q-fast trie,,Willard,,,O(n*sqrt(lg U)*2^(sqrt(lg U))),10.5,https://www.sciencedirect.com/science/article/pii/0022000084900205,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,10.5,,,O(sqrt(lg U)),5.0,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),5.0,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),5.0,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),5.0,,,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,10.5,,,O(sqrt(lg U))?,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"Ordered Associative Array (Non-Comparison), Large Universe",22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,25,,"Ordered Associative Array (Non-Comparison), Large Universe",q-fast Trie,1.0,Finite-Universe Tree Data Structure,,1981,https://www.sciencedirect.com/science/article/pii/0022000084900205,yes,,,Willard,,,O(n),6.0,https://www.sciencedirect.com/science/article/pii/0022000084900205,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,10.5,,,O(sqrt(lg U)),5.0,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),5.0,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),5.0,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),5.0,,,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,10.5,,,O(sqrt(lg U))?,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
