Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
111,POMDPs,0,POMDPs,883,,,0,0,-,,,[  Pineau; Gordon; & Thrun; 2003;  (2003)], Pineau; Gordon; & Thrun; 2003; ,2003,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,884,,,0,0,-,,,[ Braziunas & Boutilier; 2004;  (2004)],Braziunas & Boutilier; 2004; ,2004,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,885,,,0,0,-,,,[ Poupart; 2005;  (2005)],Poupart; 2005; ,2005,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,886,,,0,0,-,,,[ Smith & Simmons; 2005;  (2005)],Smith & Simmons; 2005; ,2005,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,887,,,0,0,-,,,[ Spaan & Vlassis; 2005 (2005)],Spaan & Vlassis; 2005,2005,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,888,,,0,0,-,,,[ Satia & Lave; 1973;  (1973)],Satia & Lave; 1973; ,1973,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,889,,,0,0,-,,,[ Washington; 1997;  (1997)],Washington; 1997; ,1997,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,890,,,0,0,-,,,[ Barto;Bradtke; & Singhe; 1995;  (1995)],Barto;Bradtke; & Singhe; 1995; ,1995,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,891,,,0,0,-,,,[ Paquet; Tobin; & Chaib-draa; 2005;  (2005)],Paquet; Tobin; & Chaib-draa; 2005; ,2005,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,892,,,0,0,-,,,[ McAllester & Singh; 1999; (1999)],McAllester & Singh; 1999;,1999,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,893,,,0,0,-,,,[ Bertsekas & Castanon; 1999;  (1999)],Bertsekas & Castanon; 1999; ,1999,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
111,POMDPs,0,POMDPs,894,,,0,0,-,,,[ Shani; Brafman; & Shimony; 2005 (2005)],Shani; Brafman; & Shimony; 2005,2005,,,,,,,#VALUE!,,,,,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,NA,,,,,,,,,1,,,Robotics
112,Rasterization,2,Rasterization,895,"""Scan-conversion line algorithm""",,0,0,O(n^1.45 logn),,,"[Hearn, Baker (1997) pg. 87 Digital Differential Analyzer (DDA) (1983)]",Digital Differential Analyzer (DDA),1983,"Hearn, Baker (1997) pg. 87",,,,1,0,3,n: 3,O(n),n: dimension of image,n,,,Word RAM,Words,1,n: 1,O(1),"Derived: for each iteration (i.e. each step along the line), only need to store a constant number of variables that are then overwritten in the next iteration.",1,0,,0,,1,n/a,0,0,,0,0,,,,,,,,,,,,223088,,,,,,,,,4,,,Image Processing
112,Rasterization,2,Rasterization,896,,,0,0,O(n^2),,,"[Hearn, Baker (1997) pg. 88 Bresenham Algorithm (1962)]",Bresenham Algorithm,1962,"Hearn, Baker (1997) pg. 88",,,,1,0,3,n: 3,O(n),n: dimension of image,n,,,Word RAM,Words,1,n: 1,O(1),"Derived: for each iteration (i.e. each step along the line), only need to store a constant number of variables that are then overwritten in the next iteration.",1,0,,0,,1,n/a,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,4,,,Image Processing
113,Texture Mapping,0,Environment Mapping,897,,,0,0,-,,,[ Blinn and Newell (1976)],Blinn and Newell,1976,,,,,,,#VALUE!,,-,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,2,,,Robotics
113,Texture Mapping,0,Environment Mapping,898,,,0,0,O(n^4),,,[  Nate Green (1986)], Nate Green,1986,,,,,,,7,n: 7,O(n^4),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000000,,,,,,,,,2,,,Robotics
113,Texture Mapping,0,Environment Mapping,899,,,0,0,-,,,[ Sphere mapping (1984)],Sphere mapping,1984,,,,,,,#VALUE!,,-,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,2,,,Robotics
113,Texture Mapping,0,Environment Mapping,900,,,0,0,O(n^3),,,[ Heidrich; W.; and H.-P. Seidel (1998)],Heidrich; W.; and H.-P. Seidel,1998,,,,,,,6,n: 6,O(n^3),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,2,,,Robotics
113,Texture Mapping,0,Environment Mapping,901,,,0,0,O(n^3),,,[ Emil Praun (2003)],Emil Praun,2003,,,,,,,6,n: 6,O(n^3),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,2,,,Robotics
113,Texture Mapping,0,Environment Mapping,902,,,0,0,-,,,[ Mauro Steigleder (2005)],Mauro Steigleder,2005,,,,,,,#VALUE!,,-,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,2,,,Robotics
113,Texture Mapping,0,Environment Mapping,903,,,0,0,O(n^2),,,[ HEALPix mapping Wong (2008)],HEALPix mapping Wong,2008,,,,,,,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000,,,,,,,,,2,,,Robotics
114,Occupancy Grid Mapping,0,Occupancy Grid Mapping,904,,,0,0,O(n^3),,,[ Maximum a Posteriori Occupancy Mapping (2004)],Maximum a Posteriori Occupancy Mapping,2004,,,,,1,0,6,n: 6,O(n^3),,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
115,SLAM Algorithms,1,SLAM Algorithms,908,,0,1,0,O(m*log n) per iteration,^see above,(none),[http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf FastSlam (2003)],FastSlam,2003,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,,,,0,0,2,"m: 3,
n: 2",O(m*\log n) per iteration,"n: number of dimensions in state space
m: number of particles in particle filter",n,http://robots.stanford.edu/papers/montemerlo.fastslam-tr.pdf,0,Real RAM?,words?,3,"m: 3,
n: 3",O(mn)?,Stores and updates a balanced binary tree of n elements/dimensions per particle,1,0,,0,,1,,0,0,,0,0,(see above),,,,,,,,,,,1000000000,,,,,,,,,3,,,Robotics
115,SLAM Algorithms,1,SLAM Algorithms,910,,0,1,0,O(n^2),^see above,(none),[http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf srba (2002)],srba,2002,http://ingmec.ual.es/~jlblanco/papers/blanco2013rba.pdf,,,,0,0,5,n: 5,O(n^2),n: number of dimensions in state space,n,,,Real RAM?,words?,5,n: 5,O(n^2)?,"Seems to store a constant number of O(n)*O(n)-sized matrices and O(n)*O(n)-sized tables (see section II, part C)",1,0,,0,,1,,0,0,,0,0,(see above),,,,,,,,,,,1000000,,,,,,,,,3,,,Robotics
130,Change-Making Problem,2,Change-Making Problem,962,,,1,0,O(n log n),,,[https://www.ncbi.nlm.nih.gov/pubmed/24626234 Probabilistic Convolution Tree (2014)],Probabilistic Convolution Tree,2014,https://www.ncbi.nlm.nih.gov/pubmed/24626234,,,,0,0,4,n: 4,O(n \log n),n: number of coins,n,,,Word RAM,words,4,n: 4,O(n log n),https://pubmed.ncbi.nlm.nih.gov/24626234/,0,1,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
1,Sorting,2,Comparison Sorting,19,,,1,1,O( n² ),Any distribution,Same general behavior across inputs,[https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce Odd Even Sort Parallel  Implementation (1972)],Odd Even Sort Parallel  Implementation,1972,https://www.semanticscholar.org/paper/Parallel-Neighbor-Sort-(or-the-Glory-of-the-Habermann/bc7b6efb99aae6225239425747fd0169a51f30ce,,,,0,0,5,n: 5,O(n^2),n: size of list,n,,,Word RAM,words,1,n: 1,O(1),in-situ,0,1,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Odd%E2%80%93even_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000000,1,,,,,,,,4,,,Combinatorics
1,Sorting,1,Non-Comparison Sorting,25,,,1,1,O(n),Any distribution,need to read entire input,[https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11 Spaghetti Sort Parallel Implementation (1984)],Spaghetti Sort Parallel Implementation,1984,https://link.springer.com/chapter/10.1007/978-94-009-2794-0_11,,,,0,0,3,n: 3,O(n),n: size of list,n,,,???,words,1,n: 1,O(1) auxiliary? per processor?,"Assuming getting the spaghetti rods doesn't take up any auxiliary space, the only auxiliary space in this algorithm involves the table and the hands, each using O(1) space",1,0,,0,,0,,0,1,,0,0,https://en.wikipedia.org/wiki/Spaghetti_sort,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,1,n is the size of the array to be sorted.,,,,,,,,1000,1000,,,,,,,,4,,,Combinatorics
3,Matrix Chain Multiplication,1,Approximate MCSP,32,,,1,1,O(n^2),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee (1997)],Heejo Lee; Jong Kim; Sungje Hong; and Sunggu Lee,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.56.222&rep=rep1&type=pdf,,,,0,0,5,n: 5,$O(n^2)$,"$P$: number of processors
$n$: number of matrices",n,,,Word RAM?,words,5,n: 5,$O(n^2)$?,Derived: two $n \times n$ size tables ($S$ and $W$),1,0,,0,,1,"""near optimal""",0,0?,,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,1000000,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,2,Approximate MCOP,33,,,1,1,O(log^4 n),,,[https://epubs.siam.org/doi/abs/10.1137/0225039 Prakesh Ramanan (1996)],Prakesh Ramanan,1996,https://epubs.siam.org/doi/abs/10.1137/0225039,,,,0,0,2.03,n: 2.03,O(log^4 n),$n$: number of matrices,n,,,CREW PRAM,words,3,n: 3,$O(n)$?,Derived: $n$ subtrees and each one has a $O(1)$ size trunk,1,0,,0,,0,,0,1,$n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,99,Inf,,,,,,,,1,,,Combinatorics
3,Matrix Chain Multiplication,2,Matrix Chain Scheduling Problem,34,,,1,1,O (log^3 n),,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf Czumaj (1993)],Czumaj,1993,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.54.9426&rep=rep1&type=pdf,,,,0,0,2.02,n: 2.02,O(log^3 n),$n$: number of matrices,n,,,CREW PRAM,words,5,n: 5,$O(n^2)$?,Derived: uses two arrays ($D$ and $c$) both of size $O(n^2)$,1,0,,0,,0,,0,1,$O(n^2 / \log^3 n)$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,989,Inf,,,,,,,,1,,,Combinatorics
4,Longest Common Subsequence,1,LCS,41,,,1,1,O(rm \log(n/r) + rm),,,[https://www.sciencedirect.com/science/article/pii/0022000084900254 Hsu and Du (Scheme 2) (1984)],Hsu and Du (Scheme 2),1984,https://www.sciencedirect.com/science/article/pii/0022000084900254,,,,1,-,5.01,"m: 3,
r: 3,
n: 2,
m+n: 5.01",O(rm \log(n/r) + rm),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"r: 3,
m: 3,
m+n: 5",$O(rm)$,https://www.sciencedirect.com/science/article/pii/0022000084900254,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,42,,,1,1,O(m \log n +n^2 \log(2m/n)),"On average, $p = n^2 / s$",https://dl.acm.org/doi/10.1145/74697.74702,[https://link.springer.com/article/10.1007/BF01840365 Apostolico and Guerra (HS1 Algorithm) (1987)],Apostolico and Guerra (HS1 Algorithm),1987,https://link.springer.com/article/10.1007/BF01840365,,,,0,-,5,"m: 3,
n: 2,
p: 3,
m+n: 5",O(m \log n +p \log(2mn/p)),"$n$: length of the longer input string
$m$: length of the shorter input string
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(p + n)$,https://link.springer.com/article/10.1007/BF01840365,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,43,,,1,1,O(n^2 + n(r+\log n)),"On average, $p = n^2 / s$",https://dl.acm.org/doi/10.1145/74697.74702,[https://dl.acm.org/citation.cfm?id=74702 Kuo and Cross (1989)],Kuo and Cross,1989,https://dl.acm.org/citation.cfm?id=74702,,,,0,-,5,"p: 3,
n: 4,
r: 3,
m+n: 5",O(p + n(r+\log n)),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(p + n)$,"https://dl.acm.org/doi/10.1145/74697.74702, Same space complexity as Hunt and Szymanski.",0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,44,,,1,1,"O(sn + \min\{r(n - r ), rm\})",,,[https://link.springer.com/chapter/10.1007/3-540-60044-2_53 Rick (1995)],Rick,1995,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,,,,1,-,5,"s: 3,
n: 3,
r: 3,
m: 3,
m+n: 5","O(sn + \min\{r(n - r ), rm\})","$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
s: 3,
m+n: 3",$O(sn + p)$,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,0.001,LCS,45,,,1,1,"O(sn + \min\{rm, sd\})",,,[https://link.springer.com/chapter/10.1007/3-540-60044-2_53 Rick (1995)],Rick,1995,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,,,,0,-,5,"s: 3,
n: 3,
r: 3,
m: 3,
m+n: 5","O(sn + \min\{rm, sd\})","$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
s: 3,
m+n: 3",$O(sn + p)$,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,46,,,1,1,O(rn + n \log n),,,[https://dl.acm.org/citation.cfm?id=322044 Hirschberg (1977)],Hirschberg,1977,https://dl.acm.org/citation.cfm?id=322044,,,,1,-,5,"r: 3,
n: 4,
m+n: 5",O(rn + n \log n),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(n + p)$,https://link.springer.com/content/pdf/10.1007/BF01840365.pdf,0,0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,47,,,1,1,O(rm \log(n/m) + rm),,,[https://www.sciencedirect.com/science/article/pii/0022000084900254 Hsu and Du (Scheme 1) (1984)],Hsu and Du (Scheme 1),1984,https://www.sciencedirect.com/science/article/pii/0022000084900254,,,,0,-,5,"r: 3,
m: 3,
n: 2,
m+n: 5",O(rm \log(n/m) + rm),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"r: 3,
m: 3,
m+n: 5",$O(rm)$,https://www.sciencedirect.com/science/article/pii/0022000084900254,0,1,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,48,,,1,1,O(rm + sn + n \log s),,,[https://link.springer.com/article/10.1007/BF01840365 Apostolico and Guerra (Algorithm 2) (1987)],Apostolico and Guerra (Algorithm 2),1987,https://link.springer.com/article/10.1007/BF01840365,,,,1,-,5,"r: 3,
m: 3,
s: 3,
n: 3,
m+n: 5",O(rm + sn + n \log s),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
s: 3,
m+n: 3",$O(p + sn)$,https://link.springer.com/content/pdf/10.1007/BF01840365.pdf,0,0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,49,,,1,1,"O(sn + \min\{sp, rm\})",,,[https://dl.acm.org/doi/abs/10.5555/105582.105592 Chin and Poon (1991)],Chin and Poon,1991,https://dl.acm.org/doi/abs/10.5555/105582.105592,,,,0,-,5,"r: 3,
m: 3,
s: 3,
n: 3,
p: 4,
m+n: 5","O(sn + \min\{sp, rm\})","$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(p + n)$,"https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf, Fig. 3",0,0,,0,,0,,0,0,,0,0,https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,50,,,1,1,O(n(m-r)),,,[https://link.springer.com/article/10.1007/BF00264437 Nakatsu et al. (1982)],Nakatsu et al.,1982,https://link.springer.com/article/10.1007/BF00264437,,,,0,-,5,"n: 3,
m: 3,
m+n: 5",O(n(m-r)),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"m: 5,
m+n: 5",$O(m^2)$,"https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf, Fig. 3",0,0,,0,,0,,0,0,,0,0,https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,51,,,1,1,O(n(m-r)),,,[https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380151102 Miller and Myers (1985)],Miller and Myers,1985,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380151102,,,,0,-,5,"n: 3,
m: 3,
m+n: 5",O(n(m-r)),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"m: 5,
m+n: 5",$O(m^2)$,Derived: Uses an upper triangular matrix $M$ that is size $(m + 1) \times (m + 1)$,1,0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
4,Longest Common Subsequence,2,LCS,52,,,1,1,O(n(m-r)),,,[https://publications.mpi-cbg.de/Wu_1990_6334.pdf Wu et al. (1990)],Wu et al.,1990,https://publications.mpi-cbg.de/Wu_1990_6334.pdf,,,,0,-,5,"n: 3,
m: 3,
m+n: 5",O(n(m-r)),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"m: 5,
m+n: 5",$O(m^2)$?,Derived: Same as the above two,1,0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,NA,NA,,,,,,,,4,,,Combinatorics
5,Maximum Flow,0.001,,64,,,1,1,O(VELog(V(LogU)^0.5 / E)),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5093&rep=rep1&type=pdf Ahuja et al. (1987)],Ahuja et al.,1987,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.86.5093&rep=rep1&type=pdf,,,,1,0,6,"V: 6,
E: 3",O(VELog(V(LogU)^0.5 / E)),,V,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,maximum flow problems involve finding a feasible flow through a flow network that is maximum.,,,"V:E:U
0.6:1:1",,,,,,,0.07226045025,#VALUE!,,0.1215822702,0,,0.1491085327,0,,2,,,Combinatorics
7,Graph Coloring,0.001,3-Graph Coloring,90,,,1,1,O(1.2108^n),,,[https://www.sciencedirect.com/science/article/pii/0196677486900325 Robson (1986)],Robson,1986,https://www.sciencedirect.com/science/article/pii/0196677486900325,,,,1,0,8,n: 8,O(1.2108^n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,https://arxiv.org/pdf/cs/0006046.pdf,"graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
7,Graph Coloring,0.001,3-Graph Coloring,91,,,1,1,O(1.333^n),,,[https://ieeexplore.ieee.org/document/814612 Schöning (1999)],Schöning,1999,https://ieeexplore.ieee.org/document/814612,,,,0,0,8,n: 8,O(1.333^n),,n,,,,,#VALUE!,,,,,,,1,,0,,0,0,,0,0,,"graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,Inf,1,,,,,,,,1,,,Combinatorics
7,Graph Coloring,0.001,3-Graph Coloring,92,,,1,1,O(1.239^n),,,[https://dl.acm.org/doi/10.5555/314613.314838 Hirsch (1998)],Hirsch,1998,https://dl.acm.org/doi/10.5555/314613.314838,,,,0,0,8,n: 8,O(1.239^n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,"graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,Inf,1,,,,,,,,1,,,Combinatorics
7,Graph Coloring,0.001,3-Graph Coloring,93,,,1,1,O(1.4422^n),,,[https://www.sciencedirect.com/science/article/abs/pii/0020019088900658 Johnson (1988)],Johnson,1988,https://www.sciencedirect.com/science/article/abs/pii/0020019088900658,,,,0,0,8,n: 8,O(1.4422^n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,"graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,Inf,1,,,,,,,,1,,,Combinatorics
