Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference
,Nearest Neighbor Search,X-tree,0.001,,,1996,https://www.vldb.org/conf/1996/P028.PDF,yes,,X-tree,"Berchtold, Kelm, Kriegel",,,O(n),6,,words,Word RAM,"n: number of objects
M: max page size (for now can be treated as O(1))
d: dimension of objects",n,O(n^2)?,9,worst-case; based on worst-case insert,,O(n),6,worst-case; average-case may be O(lg n),,O(n)?,6,similar to insert,,O(lg n)?,3,For a specific object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6,,,,,,,,,,
,Nearest Neighbor Search,k-d Tree,1,,,1975,https://dl.acm.org/doi/10.1145/361002.361007,yes,,K-d_tree,Bentley,,,O(n),6,https://dl.acm.org/doi/10.1145/361002.361007,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n),7,(via median of medians),https://en.wikipedia.org/wiki/K-d_tree,O(lg n),3,"average-case, over all possible ""sequences of inserts""",https://dl.acm.org/doi/10.1145/361002.361007,O(lg n),3,"average-case, over all possible ""sequences of deletes""",https://dl.acm.org/doi/10.1145/361002.361007,O(lg n),3,average-case,https://dl.acm.org/doi/10.1145/361002.361007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n + k),6,(O(lg n) expected),https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,
,Nearest Neighbor Search,Implicit k-d Tree,0.001,,,2005,https://www.sci.utah.edu/~wald/Publications/2005/iso/tcgv.pdf,yes?,,Implicit_k-d_tree,"Wald, Friedrich, Marmitt, Slusallek, Seidel",,,O(n)?,6,,words,Word RAM,"n: number of gridcells
k: dimension of search space",n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,Min/Max k-d Tree,1,,,?,?,,,Min/max_kd-tree,,,,O(n),6,,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n)?,7,(via median of medians),,O(lg n)?,3,average-case?,,O(lg n)?,3,average-case?,,O(lg n)?,3,average-case?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n + k)?,6,,,,,,,,,,
,Nearest Neighbor Search,Relaxed k-d Tree,1,,,1998,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,yes,,Relaxed_k-d_tree,"Duch, Estivill-Castro, Martinez",,,O(n),6,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n)?,7,(via median of medians),,O(lg n),3,"average-case, over all possible ""sequences of inserts""",https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,O(lg n),3,"average-case, over all possible ""sequences of deletes""",https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,O(lg n),3,average-case,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg n),3,expected,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.55.3293,,,,,,,,
,Nearest Neighbor Search,Locality-Sensitive Hashing,1,,,?,http://unclaw.com/chin/scholarship/hashfunctions.pdf,yes?,,Locality-sensitive_hashing,Chin,,,O(nL),6,https://en.wikipedia.org/wiki/Locality-sensitive_hashing,words,Word RAM,"n: #(points)
k: #(smaller hashes per function)
L: #(tables)
t: runtime per smaller hash
P_1, P_2: bounds on prob. of collision if close/far",n,O(nLkt),6,,https://en.wikipedia.org/wiki/Locality-sensitive_hashing,O(Lkt),1,,,O(Lkt)?,1,,,O(Lkt)?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(L(kt+dnP_2^k)),6,,https://en.wikipedia.org/wiki/Locality-sensitive_hashing,,,,,,,,
,Nearest Neighbor Search,Ball Tree,1,,,1989,https://citeseerx.ist.psu.edu/doc_view/pid/17ac002939f8e950ffb32ec4dc8e86bdd8cb5ff1,yes?,,Ball_tree,Omohundro,,,O(n)?,6,,words,Word RAM,n: number of objects,n,O(n lg n),7,,https://citeseerx.ist.psu.edu/doc_view/pid/17ac002939f8e950ffb32ec4dc8e86bdd8cb5ff1,O(n)?,6,,,O(n)?,6,,,O(lg n)?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n),6,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,
,Nearest Neighbor Search,BK-Tree,1,Tree for discrete metric spaces (e.g. levenshtein distance on strings),,1973,https://dl.acm.org/doi/10.1145/362003.362025,yes,,BK-tree,"Burkhard, Keller",,,O(n),6,,words,Word RAM,"n: number of words
m: maximum length of word",n,O(n^2)?,9,worst-case,,O(n)?,6,worst-case,,O(n)?,6,worst-case,,O(n)?,6,worst-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6,worst-case,,,,,,,,,
,Nearest Neighbor Search,M-tree,1,,,1997,https://www.vldb.org/conf/1997/P426.PDF,yes,,M-tree,"Ciaccia, Patella, Zezula",,,O(n)?,6,,words,Word RAM,"n: number of objects
m: max number of points per node",n,O((n lg n)/lg m)?,7,,,O((lg n)/(lg m))?,3,,,O((lg n)/(lg m))?,3,,,O((lg n)/(lg m))?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg n),3,,https://www.sciencedirect.com/science/article/pii/S1877050915019675,,,,,,,,
,Nearest Neighbor Search,PH-tree,1,,,2014,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,yes,,PH-tree,"Zaschke, Zimmerli, Norrie",,,O(n),6,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,words,Word RAM,"n: number of objects
d: number of dimensions of data",n,O(n lg n)?,7,based on insert runtime,,O(lg n),3,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,O(lg n),3,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,O(lg n),3,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6,,,,,,,,,,
,Nearest Neighbor Search,VP (Vantage Point) Tree,1,,,1991,https://www.sciencedirect.com/science/article/pii/002001909190074R,yes?,,Vantage-point_tree,Uhlmann,,,O(n),6,https://en.wikipedia.org/wiki/Vantage-point_tree,words,Word RAM,n: number of words,n,O(n lg n)?,7,based on insert runtime,,O(lg n)?,3,,,O(lg n)?,3,,,O(lg n),3,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ad79b6702e2097e3aea7cf17ab0751e834f2fd76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg n),3,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=ad79b6702e2097e3aea7cf17ab0751e834f2fd76,,,,,,,,
,Nearest Neighbor Search,MVP (multi-vantage-point) Tree,1,,,?,?,?,,,,,,O(n),6,https://en.wikipedia.org/wiki/Vantage-point_tree,words,Word RAM,"n: number of words
k: number of vantage points per tree node",n,O(nk lg n)?,7,based on insert runtime,,O(k lg n)?,3,,,O(k lg n)?,3,,,O(k lg n),3,,https://en.wikipedia.org/wiki/Vantage-point_tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(k lg n),3,,https://en.wikipedia.org/wiki/Vantage-point_tree,,,,,,,,
,Nearest Neighbor Search,,0,,,1997,https://dl.acm.org/doi/pdf/10.1145/258533.258653,,,,Kleinberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,,0,,,1998,https://dl.acm.org/doi/abs/10.1145/293347.293348,,,,"Arya, Mount, Netanyahu, Silverman, Wu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,Monotonic Relative Neighborhood Graph (MRNG) / Navigating Spreading-out Graph (NSG),0,,,2017,https://arxiv.org/abs/1707.00143,,,,"Fu, Xiang, Wang, Cai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,EFANNA,0,,,2016,https://arxiv.org/abs/1609.07228,,,,"Fu, Cai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,Pruned Approximate Nearest Neighbor graph (PANNG),0,,,2016,https://link.springer.com/chapter/10.1007/978-3-319-46759-7_2,,,,Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,"Hierarchical Navigable
Small World (Hierarchical NSW, HNSW)",0,,,2018,https://ieeexplore.ieee.org/abstract/document/8594636,,,,"Malkov, Yashunin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,,0,,,1993,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8d360171533201c6883c26ec889f5a56864c0c98,,,,"Arya, Mount",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,,0,,,1998,https://dl.acm.org/doi/pdf/10.1145/276698.276877,,,,"Kushilevitz, Ostrovsky, Rabani ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,"(t,epsilon)-AVD",0,,,2009,https://dl.acm.org/doi/abs/10.1145/1613676.1613677,,,,"Arya, Malamatos, Mount

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,,0,,,2004,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=8a3471300264d6ddcc5a54ff05ad0b37a59ba992,,,,"Krauthgame, Lee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nearest Neighbor Search,(hybrid) spill tree,0,,,2007,https://ieeexplore.ieee.org/abstract/document/4118757,,,,"Liu, Rosenberg, Rowley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Range Search,Point Quadtree,1,,,1974,https://link.springer.com/article/10.1007/BF00288933,yes,,Quadtree,"Finkel, Bentley",,,O(n),6,,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n),7,,https://link.springer.com/article/10.1007/BF00288933,O(n),6,under bad ordering,https://people.scs.carleton.ca/~maheshwa/courses/5703COMP/16Fall/quadtrees-paper.pdf,O(n),6,under bad ordering,https://people.scs.carleton.ca/~maheshwa/courses/5703COMP/16Fall/quadtrees-paper.pdf,O(n),6,under bad ordering. both for point and region?,https://people.scs.carleton.ca/~maheshwa/courses/5703COMP/16Fall/quadtrees-paper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(k * N^{1-1/k}),5.9,,https://link.springer.com/article/10.1007/BF00263763,,,,
,Range Search,R-tree,1,,,1984,http://www-db.deis.unibo.it/courses/SI-LS/papers/Gut84.pdf,yes,generally used in external memory models,,Guttman,,,O(n),6,,words,Word RAM,"n: number of objects
M: max page size (for now can be treated as O(1))
d: dimension of objects",n,O(n^2)?,9,worst-case; based on worst-case insert,,O(n),6,worst-case; average-case may be O(lg n),https://www2.cs.sfu.ca/CourseCentral/454/jpei/slides/R-Tree.pdf,O(n)?,6,similar to insert,,O(lg n)?,3,For a specific object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6,,,,,,
,Range Search,Priority R-tree,1,,,2004,https://www.cs.swarthmore.edu/~adanner/cs97/s08/pdf/prtreesigmod04.pdf,yes,generally used in external memory models,Priority_R-tree,"Arge, de Berg, Haverkort, Yi",,,O(n),6,,words,Word RAM,"n: number of objects
M: max page size (for now can be treated as O(1))
d: dimension of objects",n,O(n^2)?,9,worst-case; based on worst-case insert,,O(n)?,6,worst-case; average-case may be O(lg n),,O(n)?,6,similar to insert,,O(lg n)?,3,For a specific object,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((n/M)^(1-1/d) + T/M),5.9,T denotes output size,https://www.cs.swarthmore.edu/~adanner/cs97/s08/pdf/prtreesigmod04.pdf,,,,
,Range Search,k-d Tree,1,,,1975,https://dl.acm.org/doi/10.1145/361002.361007,yes,,K-d_tree,Bentley,,,O(n),6,https://dl.acm.org/doi/10.1145/361002.361007,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n),7,(via median of medians),https://en.wikipedia.org/wiki/K-d_tree,O(lg n),3,"average-case, over all possible ""sequences of inserts""",https://dl.acm.org/doi/10.1145/361002.361007,O(lg n),3,"average-case, over all possible ""sequences of deletes""",https://dl.acm.org/doi/10.1145/361002.361007,O(lg n),3,average-case,https://dl.acm.org/doi/10.1145/361002.361007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(k * N^{1-1/k}),5.9,,https://link.springer.com/article/10.1007/BF00263763,,,,
,Range Search,M-tree,1,,,1997,https://www.vldb.org/conf/1997/P426.PDF,yes,,M-tree,"Ciaccia, Patella, Zezula",,,O(n)?,6,,words,Word RAM,"n: number of objects
m: max number of points per node",n,O((n lg n)/lg m)?,7,,,O((lg n)/(lg m))?,3,,,O((lg n)/(lg m))?,3,,,O((lg n)/(lg m))?,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n)?,6,,,,,,
,Range Search,PH-tree,1,,,2014,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,yes,,PH-tree,"Zaschke, Zimmerli, Norrie",,,O(n),6,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,words,Word RAM,"n: number of objects
d: number of dimensions of data",n,O(n lg n)?,7,based on insert runtime,,O(lg n),3,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,O(lg n),3,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,O(lg n),3,,https://dl.acm.org/doi/abs/10.1145/2588555.2588564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n + d)?,6,(might not be the correct reference),https://www.btw2017.informatik.uni-stuttgart.de/slidesandpapers/F8-11-13/paper_web.pdf,,,,
,Range Search,Priority Search Tree,1,,,1985,https://epubs.siam.org/doi/10.1137/0214021,yes,,Priority_search_tree,McCreight,,,O(n),6,https://epubs.siam.org/doi/10.1137/0214021,words,Word RAM,n: number of points,n,O(n lg n),7,(Follows from insert),,O(lg n),3,,https://epubs.siam.org/doi/10.1137/0214021,O(lg n),3,,https://epubs.siam.org/doi/10.1137/0214021,,,,,,,,,,,,,O(lg n),3,,https://epubs.siam.org/doi/10.1137/0214021,,,,,,,,,,,,,,,,,,,,,O(s + lg n),3,s denotes the number of pairs enumerated,https://epubs.siam.org/doi/10.1137/0214021,,,,
,Range Search,k-d Trie,1,,,1982,https://www.sciencedirect.com/science/article/pii/0020019082900278,yes,,,Orenstein,,,O(n),6,https://www.sciencedirect.com/science/article/pii/0020019082900278,words,Word RAM,n: number of elements,n,O(n lg n),7,average case,https://www.sciencedirect.com/science/article/pii/0020019082900278,O(lg n),3,average case,https://www.sciencedirect.com/science/article/pii/0020019082900278,O(lg n),3,average case,https://www.sciencedirect.com/science/article/pii/0020019082900278,O(lg n),3,average case?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(s + lg n),3,average case. s denotes the number of pairs enumerated,https://www.sciencedirect.com/science/article/pii/0020019082900278,,,,
,Range Search,K-D-B Tree,0.001,,,1981,https://dl.acm.org/doi/10.1145/582318.582321,yes,,K-D-B-tree,Robinson,,,O(n)?,6,,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n)?,7,(via median of medians),,O(lg n)?,3,"average-case, over all possible ""sequences of inserts""",,O(lg n)?,3,"average-case, over all possible ""sequences of deletes""",,O(lg n)?,3,average-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(k * N^{1-1/k} + s)?,5.9,s denotes the number of pairs enumerated,,,,,
,Range Search,hB-Tree,0.001,,,1990,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.63.2056,yes,,,"Lomet, Salzberg",,,O(n)?,6,,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n)?,7,,,O(lg n)?,3,possibly worst-case?,,O(lg n)?,3,possibly worst-case?,,O(lg n)?,3,possibly worst-case?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(k * N^{1-1/k} + s)?,5.9,s denotes the number of pairs enumerated,,,,,
,Range Search,BKD Tree,1,,,2003,https://users.cs.duke.edu/~pankaj/publications/papers/bkd-sstd.pdf,yes,,,"Procopiuc, Agarwal, Arge, Vitter",,,O(n)?,6,https://users.cs.duke.edu/~pankaj/publications/papers/bkd-sstd.pdf,words,Word RAM,"n: number of elements
m: capacity of memory buffer",n,O((n lg n)/lg m),7,,https://users.cs.duke.edu/~pankaj/publications/papers/bkd-sstd.pdf,O((lg n)(lg(m/n))/lg m),3,amortized,https://users.cs.duke.edu/~pankaj/publications/papers/bkd-sstd.pdf,O((lg n)(lg(m/n))),3,,https://users.cs.duke.edu/~pankaj/publications/papers/bkd-sstd.pdf,O((lg n)(lg(m/n))),3,,https://users.cs.duke.edu/~pankaj/publications/papers/bkd-sstd.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(sqrt(n) + s),5,s denotes the number of pairs enumerated,https://users.cs.duke.edu/~pankaj/publications/papers/bkd-sstd.pdf,,,,
,Range Search,KDB_KD-Tree,0.001,,,2003,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1197612,yes,,,"Yu, Bailey, Orlandic, Somavaram",,,O(n)?,6,,words,Word RAM,"n: number of objects
k: dimension of search space",n,O(n lg n)?,7,(via median of medians),,O(lg n)?,3,"average-case, over all possible ""sequences of inserts""",,O(lg n)?,3,"average-case, over all possible ""sequences of deletes""",,O(lg n)?,3,average-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(k * N^{1-1/k} + s)?,5.9,s denotes the number of pairs enumerated,,,,,
,"Range Search, External Memory",Cross Tree,1,,,1999,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2833f61aee8d635d95817c0b20125d2173e42f41,yes,,,"Grossi, Italiano",,,O(f(n) * n^2/(Bk^2)),6,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2833f61aee8d635d95817c0b20125d2173e42f41,blocks,Word RAM,"n: number of objects
k: slack parameter
f(n): smooth, nondecreasing function satisfying f(n) = o(n). here it's assumed to be O(1)
B: block size",n,O(f(n) * n^2/k^2),6,# of I/O's,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2833f61aee8d635d95817c0b20125d2173e42f41,O(f(n) * n/k),5,# of I/O's,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2833f61aee8d635d95817c0b20125d2173e42f41,O(f(n) * n/k),5,# of I/O's,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2833f61aee8d635d95817c0b20125d2173e42f41,O(f(n) * n/k)?,5,# of I/O's,,,,,,O(f(n) * n/k),5,# of I/O's,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2833f61aee8d635d95817c0b20125d2173e42f41,,,,,,,,,,,,,,,,,,,,,,,,,O((f(n) * n/k) + k),5,# of I/O's,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2833f61aee8d635d95817c0b20125d2173e42f41,,,,
,"Range Search, External Memory",O-Tree,1,,,1998,https://link.springer.com/content/pdf/10.1007/3-540-49257-7_17.pdf,yes,,,"Kanth, Singh",,,O(n/B),6,https://link.springer.com/content/pdf/10.1007/3-540-49257-7_17.pdf,blocks,Word RAM,"n: number of objects
d: dimension of space
B: block size",n,O((n lg n)/(lg B))?,6,"based on ""insert"" runtime",,O((lg n)/(lg B)),3,amortized,https://link.springer.com/content/pdf/10.1007/3-540-49257-7_17.pdf,O((lg n)/(lg B)),3,amortized,https://link.springer.com/content/pdf/10.1007/3-540-49257-7_17.pdf,O((lg n)/(lg B)),3,,https://link.springer.com/content/pdf/10.1007/3-540-49257-7_17.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((n/B)^(1 - 1/d) + s/B),5.9,s denotes the number of pairs enumerated,https://link.springer.com/content/pdf/10.1007/3-540-49257-7_17.pdf,,,,
,Orthogonal Range Search,Range Tree,1,,,1979,https://apps.dtic.mil/sti/pdfs/ADA061627.pdf,yes,,Range_tree,Bentley,,,O(n (lg n)^(d-1)),8,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4,amortized,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4,amortized,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^d + s),4,s denotes the number of pairs enumerated,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,,,,
,Orthogonal Range Search,Range Tree,1,,,1978,https://ieeexplore.ieee.org/document/4567959,yes,,,Lueker,,,O(n (lg n)^(d-1)),8,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,words,Word RAM,"n: number of objects
d: dimension of space",n,O(n (lg n)^d)?,8,,,O((lg n)^d),4,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,O((lg n)^d),4,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,O((lg n)^d),4,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^d + s),4,s denotes the number of pairs enumerated,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567959,,,,
,Orthogonal Range Search,Layered Range Tree,1,,,1984,https://dl.acm.org/doi/pdf/10.1145/800057.808675,yes,,,"Gabow, Bentley, Tarjan",,,O(n (lg n)^(d-1)),8,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4,amortized?,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,O((lg n)^d),4,amortized?,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,"O((lg n)^(max(1, d-1)))",4,,https://courses.csail.mit.edu/6.851/spring21/lectures/L03.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O((lg n)^(max(1, d-1)) + s)",4,s denotes the number of pairs enumerated,,,,,
,Orthogonal Range Search,Range Tree,1,,,1985,https://dl.acm.org/doi/pdf/10.1145/3828.3839,yes,(also mentions a static-to-dynamic transformation),,"Willard, Lueker",,,O(n (lg n)^(d-1)),8,https://dl.acm.org/doi/pdf/10.1145/3828.3839,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8,,,O((lg n)^d),4,,https://dl.acm.org/doi/abs/10.1145/3828.3839,O((lg n)^d),4,,https://dl.acm.org/doi/abs/10.1145/3828.3839,O((lg n)^d),4,,https://dl.acm.org/doi/abs/10.1145/3828.3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^d + s),4,s denotes the number of pairs enumerated,https://dl.acm.org/doi/abs/10.1145/3828.3839,,,,
,Orthogonal Range Search,Range Tree,1,,,1985,https://epubs.siam.org/doi/pdf/10.1137/0214019,yes,,,Willard,,,O(n (lg n)^(d-1)),8,https://epubs.siam.org/doi/pdf/10.1137/0214019,words,Word RAM,"n: number of objects
d: dimension of space",n,"O(n (lg n)^(max(1, d-1)))",8,,https://epubs.siam.org/doi/pdf/10.1137/0214019,O((lg n)^(d-1/2)),4,,https://epubs.siam.org/doi/pdf/10.1137/0214019,O((lg n)^(d-1/2)),4,,https://epubs.siam.org/doi/pdf/10.1137/0214019,O((lg n)^(d-1/2)),4,,https://epubs.siam.org/doi/pdf/10.1137/0214019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O((lg n)^(d-1/2) + s),4,s denotes the number of pairs enumerated,https://epubs.siam.org/doi/pdf/10.1137/0214019,,,,
,"Orthogonal Range Search, Static",Range Tree,1,,,1990,https://www.cs.princeton.edu/~chazelle/pubs/LBOrthoRangeSearchReporting.pdf,yes,,,Chazelle,,,O(n ((lg n)/(lg lg n))^(d-1)),8,https://www.cs.princeton.edu/~chazelle/pubs/LBOrthoRangeSearchReporting.pdf,words,Word RAM,"n: number of objects
d: dimension of space",n,O(n ((lg n)/(lg lg n))^(d-1))?,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O((lg n)^(max(1, d-1)) + s)",4,s denotes the number of pairs enumerated,https://www.cs.princeton.edu/~chazelle/pubs/LBOrthoRangeSearchReporting.pdf,,,,
