,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
252,4.0,Longest Common Subsequence,2.0,LCS,44.0,,,1,1,"O(sn + \min\{r(n - r ), rm\})",,,[https://link.springer.com/chapter/10.1007/3-540-60044-2_53 Rick (1995)],Rick,1995,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,,,,1.0,-,5,"s: 3,
n: 3,
r: 3,
m: 3,
m+n: 5","O(sn + \min\{r(n - r ), rm\})","$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
s: 3,
m+n: 3",$O(sn + p)$,https://link.springer.com/chapter/10.1007/3-540-60044-2_53,0.0,1.0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
253,4.0,Longest Common Subsequence,2.0,LCS,46.0,,,1,1,O(rn + n \log n),,,[https://dl.acm.org/citation.cfm?id=322044 Hirschberg (1977)],Hirschberg,1977,https://dl.acm.org/citation.cfm?id=322044,,,,1.0,-,5,"r: 3,
n: 4,
m+n: 5",O(rn + n \log n),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(n + p)$,https://link.springer.com/content/pdf/10.1007/BF01840365.pdf,0.0,0.0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
254,4.0,Longest Common Subsequence,2.0,LCS,47.0,,,1,1,O(rm \log(n/m) + rm),,,[https://www.sciencedirect.com/science/article/pii/0022000084900254 Hsu and Du (Scheme 1) (1984)],Hsu and Du (Scheme 1),1984,https://www.sciencedirect.com/science/article/pii/0022000084900254,,,,0.0,-,5,"r: 3,
m: 3,
n: 2,
m+n: 5",O(rm \log(n/m) + rm),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"r: 3,
m: 3,
m+n: 5",$O(rm)$,https://www.sciencedirect.com/science/article/pii/0022000084900254,0.0,1.0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
255,4.0,Longest Common Subsequence,2.0,LCS,48.0,,,1,1,O(rm + sn + n \log s),,,[https://link.springer.com/article/10.1007/BF01840365 Apostolico and Guerra (Algorithm 2) (1987)],Apostolico and Guerra (Algorithm 2),1987,https://link.springer.com/article/10.1007/BF01840365,,,,1.0,-,5,"r: 3,
m: 3,
s: 3,
n: 3,
m+n: 5",O(rm + sn + n \log s),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
s: 3,
m+n: 3",$O(p + sn)$,https://link.springer.com/content/pdf/10.1007/BF01840365.pdf,0.0,0.0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
256,4.0,Longest Common Subsequence,2.0,LCS,49.0,,,1,1,"O(sn + \min\{sp, rm\})",,,[https://dl.acm.org/doi/abs/10.5555/105582.105592 Chin and Poon (1991)],Chin and Poon,1991,https://dl.acm.org/doi/abs/10.5555/105582.105592,,,,0.0,-,5,"r: 3,
m: 3,
s: 3,
n: 3,
p: 4,
m+n: 5","O(sn + \min\{sp, rm\})","$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS
$p$: the number of dominant matches (AKA number of minimal candidates), i.e. the total number of ordered pairs of positions at which the two sequences match
$s$: size of alphabet",m+n,,,Word RAM,words,3,"p: 3,
n: 3,
m+n: 3",$O(p + n)$,"https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf, Fig. 3",0.0,0.0,,0,,0,,0,0,,0,0,https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
257,4.0,Longest Common Subsequence,2.0,LCS,50.0,,,1,1,O(n(m-r)),,,[https://link.springer.com/article/10.1007/BF00264437 Nakatsu et al. (1982)],Nakatsu et al.,1982,https://link.springer.com/article/10.1007/BF00264437,,,,0.0,-,5,"n: 3,
m: 3,
m+n: 5",O(n(m-r)),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"m: 5,
m+n: 5",$O(m^2)$,"https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf, Fig. 3",0.0,0.0,,0,,0,,0,0,,0,0,https://link.springer.com/content/pdf/10.1007/3-540-58338-6_63.pdf,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
258,4.0,Longest Common Subsequence,2.0,LCS,51.0,,,1,1,O(n(m-r)),,,[https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380151102 Miller and Myers (1985)],Miller and Myers,1985,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380151102,,,,0.0,-,5,"n: 3,
m: 3,
m+n: 5",O(n(m-r)),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"m: 5,
m+n: 5",$O(m^2)$,Derived: Uses an upper triangular matrix $M$ that is size $(m + 1) \times (m + 1)$,1.0,0.0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
259,4.0,Longest Common Subsequence,2.0,LCS,52.0,,,1,1,O(n(m-r)),,,[https://publications.mpi-cbg.de/Wu_1990_6334.pdf Wu et al. (1990)],Wu et al.,1990,https://publications.mpi-cbg.de/Wu_1990_6334.pdf,,,,0.0,-,5,"n: 3,
m: 3,
m+n: 5",O(n(m-r)),"$n$: length of the longer input string
$m$: length of the shorter input string
$r$: length of the LCS",m+n,,,Word RAM,words,5,"m: 5,
m+n: 5",$O(m^2)$?,Derived: Same as the above two,1.0,0.0,,0,,0,,0,0,,0,0,,The longest common subsequence (LCS) problem is the problem of finding the longest subsequence common to all sequences in a set of sequences (often just two sequences).,,,,,,,,,,,,,,,,,,,4,,,Combinatorics
260,18.0,Integer Factoring,2.0,First Category Integer Factoring,200.0,"For integers of the form $r^e \pm s$, for r and s relatively small",,1,1,$O(exp((1+o(1))(32n/9)^{(1/3)}(log n)^{(2/3)})$ heuristically?,,http://www.ams.org/notices/199612/pomerance.pdf,[ Special number field sieve (1940)],Special number field sieve,1940,,,,,0.0,0,8,n: 8,O(exp((1+o(1))(32n/9)^{(1/3)}(log n)^{(2/3)}) heuristically?,n: number of bits in number to factor,n,,,,bits,2.66,n: 2.66,O(n^{2/3}),http://www.ams.org/notices/199612/pomerance.pdf,0.0,0.0,,0,,0,,1,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,100.0,,10000.0,,1000000.0,,inf,1,,,,,,,,1,,,Numerical Analysis
261,19.0,Integer Factoring,2.0,Second Category Integer Factoring,205.0,,,1,1,$O(exp((1+o(1))(64n/9)^{(1/3)}(log n)^{(2/3)})$ heuristically?,,,[http://www.ams.org/notices/199612/pomerance.pdf General number field sieve (1996)],General number field sieve,1996,http://www.ams.org/notices/199612/pomerance.pdf,,,,0.0,0,8,n: 8,O(exp((1+o(1))(64n/9)^{(1/3)}(log n)^{(2/3)}) heuristically?,n: number of bits in number to factor,n,,,,bits,2.66,n: 2.66,O(n^{2/3}),http://www.ams.org/notices/199612/pomerance.pdf,0.0,1.0,,0,,0,,1,0,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis
262,22.0,String Search,2.0,Single String Search,238.0,,,1,1,O(n + m),,,[http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf Two-way String-Matching Algorithm (1991)],Two-way String-Matching Algorithm,1991,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,,,,0.0,0,3,"n: 3,
m: 3,
m+n: 3",O(n + m),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,1,"n: 1,
m+n: 1",$O(1)$,http://monge.univ-mlv.fr/~mac/Articles-PDF/CP-1991-jacm.pdf,0.0,1.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
263,22.0,String Search,2.0,Single String Search,239.0,,,1,1,O(mn),,,[- String-Matching with Finite Automata (1940)],String-Matching with Finite Automata,1940,-,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,Derived: $O(m)$ states in the DFA,1.0,0.0,,0,,0,,0,0,,0,0,https://www.geeksforgeeks.org/finite-automata-algorithm-for-pattern-searching/,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.100.7210&rep=rep1&type=pdf,Combinatorics
264,22.0,String Search,2.0,Single String Search,240.0,,,1,1,O(mn),,,[http://www.ijcte.org/papers/462-G1278.pdf Quick-Skip Searching (2012)],Quick-Skip Searching,2012,http://www.ijcte.org/papers/462-G1278.pdf,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,"Derived: Uses two tables, both of size $O(m)$",1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,,,,,,,,,,4,,,Combinatorics
265,22.0,String Search,2.0,Single String Search,241.0,,,1,1,O(n+m)+ O(m+s),,,[https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf Fast Hybrid Algorithm (2017)],Fast Hybrid Algorithm,2017,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,4,1.0,https://thesai.org/Downloads/Volume8No6/Paper_15-Fast_Hybrid_String_Matching_Algorithm.pdf,1.0,4->6,3,"n: 3,
m: 3,
m+n: 3,
s: 3",O(n+m)+ O(m+s),"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,"Derived: Uses three tables, each of size $O(m)$",1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m
9:1",,,,,,,1150.0,69.65217391,0.05665744313,1100050,72724.058,0.156481465,1100000050,72727269.51,0.2650274945,4,,,Combinatorics
266,22.0,String Search,2.0,Multiple String Search,244.0,"Automaton-based, constructs a converse state machine from the given patterns",,1,1,O(mn),,,[https://link.springer.com/chapter/10.1007/3-540-09510-1_10 Commentz-Walter Algorithm (1979)],Commentz-Walter Algorithm,1979,https://link.springer.com/chapter/10.1007/3-540-09510-1_10,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"$m$: pattern length
$n$: length of searchable text
$k$: number of keywords",m+n,,,Word RAM,words,3,"m: 3,
k: 3,
m+n: 3",$O(km)$,Derived: Number of states of the automaton that is created,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
267,22.0,String Search,2.0,Multiple String Search,245.0,"Automaton-based, finite automaton that tracks the partial prefix match",,1,1,O(n + m + z),,,[https://cr.yp.to/bib/1975/aho.pdf Aho–Corasick (AC) Algorithm (1975)],Aho–Corasick (AC) Algorithm,1975,https://cr.yp.to/bib/1975/aho.pdf,,,,0.0,0,3,"n: 3,
m: 3,
m+n: 3,
z: 3",O(n + m + z),"$m$: pattern length
$n$: length of searchable text
$k$: number of keywords
$z$: number of matches",m+n,,,Word RAM,words,3,"m: 3,
k: 3,
m+n: 3",$O(km)$,Derived: Number of states of the automaton that is created,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
268,22.0,String Search,2.0,Single String Search,246.0,Bad-character heuristic,,1,1,O(n),Uniform distribution (over the given alphabet) of characters in the text and pattern,https://doi.org/10.1016/0304-3975(92)90133-Z,[https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608 Boyer-Moore-Horspool (BMH) (1980)],Boyer-Moore-Horspool (BMH),1980,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.4380100608,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn + s),"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,1,"s: 3,
m+n: 1",$O(s)$,Derived: Uses a bad-character shift table of size $O(s)$,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
269,22.0,String Search,2.0,Single String Search,247.0,Slight variation of BMH,,1,1,O(n),Uniform distribution (over the given alphabet) of characters in the text and pattern,https://doi.org/10.1016/0304-3975(92)90133-Z,[https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf Raita Algorithm (1991)],Raita Algorithm,1991,https://www.cin.ufpe.br/~paguso/courses/if767/bib/Raita_1992.pdf,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5,
s: 3",O(mn + s),"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM,words,1,"s: 3,
m+n: 1",$O(s)$,Derived: Uses a bad-character shift table of size $O(s)$,1.0,0.0,,0,,0,,0,0,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
270,22.0,String Search,2.0,Single String Search,248.0,Automaton-based oracle,,1,1,O(m) + O(mn),,,[https://link.springer.com/chapter/10.1007/3-540-47849-3_18 BOM (Backward Oracle Matching) (1999)],BOM (Backward Oracle Matching),1999,https://link.springer.com/chapter/10.1007/3-540-47849-3_18,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5",O(m) + O(mn),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,https://link.springer.com/content/pdf/10.1007/3-540-47849-3_18.pdf,0.0,1.0,,0,,0,,0,0,,0,0,https://www-igm.univ-mlv.fr/~lecroq/string/bom.html,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
271,22.0,String Search,2.0,Single String Search,249.0,Variant of BM,,1,1,O(m + s) + O(n),,,[https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1 Apostolico–Giancarlo Algorithm (1986)],Apostolico–Giancarlo Algorithm,1986,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,,,,0.0,0,3,"n: 3,
m: 3,
m+n: 3,
s: 3",O(m + s) + O(n),"$m$: pattern length
$n$: length of searchable text",m+n,,,Word RAM,words,3,"m: 3,
m+n: 3",$O(m)$,https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1456&context=cstech&sei-redir=1,0.0,1.0,,0,,0,,0,0,,0,0,http://www.darkridge.com/~jpr5/mirror/string/node16.html,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,"n:m:k
150000:50:8",,,,,,,,,,,,,,,,4,,,Combinatorics
272,23.0,Sequence Alignment,1.0,"Edit Sequence, constant-size alphabet",258.0,,,1,1,O(mn),,,[https://www.ncbi.nlm.nih.gov/pubmed/9254694 Gapped BLAST (1997)],Gapped BLAST,1997,https://www.ncbi.nlm.nih.gov/pubmed/9254694,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"n, m: lengths of input strings; assume n≥m",m+n,,,Word RAM,words,5,"n: 5,
m: 3,
m+n: 5",O(mn)?,"Uses at most a constant number of O(m)*O(n) arrays, whose contents are of size O(1)",1.0,0.0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000.0,1,,,,,,,,4,,,Bioinformatics
273,23.0,Sequence Alignment,1.0,"Edit Sequence, constant-size alphabet",259.0,,,1,1,O(mn),,,[https://www.ncbi.nlm.nih.gov/pubmed/2231712 Basic Local Alignment Search Tool (BLAST) (1990)],Basic Local Alignment Search Tool (BLAST),1990,https://www.ncbi.nlm.nih.gov/pubmed/2231712,,,,0.0,0,5,"n: 3,
m: 3,
m+n: 5",O(mn),"n, m: lengths of input strings; assume n≥m",m+n,,,Word RAM,words,5,"n: 5,
m: 3,
m+n: 5",O(mn)?,"Uses at most a constant number of O(m)*O(n) arrays, whose contents are of size O(1)",1.0,0.0,,0,,0,,0,0,,0,0,,"a sequence alignment is a way of arranging the sequences of DNA; RNA;
 or protein to identify regions of similarity that may be a consequence of functional;
 structural; or evolutionary relationships between the sequences.",,,"n:m
1:1",,,,,,,250000.0,1,,,,,,,,4,,,Bioinformatics
274,24.0,Joins,1.0,,262.0,,,1,1,O(nm),,,[- Nested loop join (1960)],Nested loop join,1960,-,1,1.0,https://docs.oracle.com/cd/E17952_01/mysql-5.7-en/nested-loop-joins.html,1.0,0,5,"n: 3,
m: 3,
m+n: 5",O(nm),"n, m: sizes of input tables",m+n,,,Word RAM,words,1,"n: 1,
m+n: 1",O(1),Just need to keep track of which rows are being checked,1.0,0.0,,0,,0,,0,0,,0,0,https://docs.oracle.com/cd/E17952_01/mysql-5.7-en/nested-loop-joins.html,"An SQL join clause - corresponding to a join operation in relational algebra
 - combines columns from one or more tables in a relational database.",,,"n:m
1:1",,,,,,,250000.0,1,,250000000000,1,,2.5E+17,1,,4,,,Databases
275,24.0,Joins,1.0,,263.0,,,1,1,O(nlogn + mlogm),,,[- Sort merge join (1960)],Sort merge join,1960,-,,,,1.0,4->5,4,"n: 3,
m: 3,
m+n: 4",O(nlogn + mlogm),"n, m: sizes of input tables",m+n,,,Word RAM,words,3,"n: 3,
m: 3,
m+n: 3",O(n+m)?,Need sorted lists of indices of input tables,1.0,0.0,,0,,0,,0,0,,0,0,https://use-the-index-luke.com/sql/join/sort-merge-join,"An SQL join clause - corresponding to a join operation in relational algebra
 - combines columns from one or more tables in a relational database.",,,"n:m
1:1",,,,,,,8960.0,27.90178571,26.90178571,18931568.57,13205.45622,13204.45622,28897352854,8651311.463,8651310.463,4,,,Databases
276,24.0,Joins,1.0,,264.0,,,1,1,O(n+m),,,[- Hash join (1960)],Hash join,1960,-,2,1.0,http://neuyilan.github.io/2018/01/04/hash%20join算法总结/Hash%20Join%20Algorithms.pdf,1.0,5->6,3,"n: 3,
m: 3,
m+n: 3",O(n+m),"n, m: sizes of input tables",m+n,,,Word RAM,words,3,"n: 3,
m: 3,
m+n: 3",O(n+m)?,Need a hash table of at least that size,1.0,0.0,,0,,0,,0,0,,0,0,https://dev.mysql.com/doc/refman/8.0/en/hash-joins.html,"An SQL join clause - corresponding to a join operation in relational algebra
 - combines columns from one or more tables in a relational database.",,,"n:m
1:1",,,,,,,1000.0,250,249.0,1000000,250000,249999.0,1000000000,250000000,249999999.0,4,,,Databases
277,28.0,Maximum Cardinality Matching,1.0,Bipartite Graph MCM,284.0,,,1,1,O(VE),,,[https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/maximal-flow-through-a-network/5D6E55D3B06C4F7B1043BC1D82D40764 Ford–Fulkerson algorithm (1956)],Ford–Fulkerson algorithm,1956,https://www.cambridge.org/core/journals/canadian-journal-of-mathematics/article/maximal-flow-through-a-network/5D6E55D3B06C4F7B1043BC1D82D40764,,,,1.0,0,6,"V: 6,
E: 3",O(VE),"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E),creating new graph and using it as input to the Ford-Fulkerson algorithm,1.0,0.0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,"V:E
1:1",500.0,,500000.0,,500000000.0,,250000.0,1,,250000000000,1,,2.5E+17,1,,4,,"http://www.cs.kent.edu/~dragan/GraphAn/p23-galil.pdf

https://hal.archives-ouvertes.fr/hal-01740403/document",Combinatorics
278,28.0,Maximum Cardinality Matching,1.0,Bipartite Graph MCM,285.0,,,1,1,$O((V^0.5)E)$,,,[https://epubs.siam.org/doi/10.1137/0202019 Hopcroft–Karp algorithm (1973)],Hopcroft–Karp algorithm,1973,https://epubs.siam.org/doi/10.1137/0202019,,,,1.0,0,5.5,"V: 5.5,
E: 3",O((V^0.5)E),"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,V: 3,O(V),"maximal set of vertex-disjoint shortest augmenting paths uses O(V) space to store, taking symmetric difference also uses O(V) space",1.0,0.0,,0,,0,,0,0,,0,0,for PDF: https://web.eecs.umich.edu/~pettie/matching/Hopcroft-Karp-bipartite-matching.pdf,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,500.0,,500000.0,,500000000.0,,,,,,,,,,,4,,,Combinatorics
279,28.0,Maximum Cardinality Matching,1.0,Bipartite Graph MCM,287.0,,,1,1,$O(V^{(omega/2)})$ where omega is the exponent on matrix multiplication,,,[https://link.springer.com/article/10.1007/s00453-005-1187-5 Mucha; Sankowski (planar) (2006)],Mucha; Sankowski (planar),2006,https://link.springer.com/article/10.1007/s00453-005-1187-5,,,,1.0,0,4.1864298,V: 4.1864298,O(V^{(\omega/2)}) where omega is the exponent on matrix multiplication,"V: number of vertices
E: number of edges",V,,,Word RAM,words,4,V: 4,O(V \log V)???,Paper mentions matrices with O(VlogV) nonempty entries; unclear if there are any other space-consuming objects (on first passthrough) as planar graphs only require O(V) space,0.0,1.0,,1,Monte Carlo,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,1608.334452,155.4403063,0.1061939347,5893541.76,42419.31426,0.2375172828,21596151485,11576136.62,0.3844308644,4,,,Combinatorics
280,28.0,Maximum Cardinality Matching,2.0,Bipartite Graph MCM,288.0,Based on electric flows,,1,1,O(E^{(10/7)}*polylog(V)),,,[https://arxiv.org/abs/1307.2205 Madry's algorithm (2013)],Madry's algorithm,2013,https://arxiv.org/abs/1307.2205,,,,0.0,0,5.857,"V: 5.857,
E: 4.42857",O(E^{10/7}*polylog(V)),"V: number of vertices
E: number of edges",V,https://arxiv.org/abs/1307.2205,0.0,Word RAM,words,5,"V: 5,
E: 3",O(E + V),Derived: Uses an augmented graph (copy of the original graph plus an additional node with edges between it and all other nodes),1.0,0.0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics
281,28.0,Maximum Cardinality Matching,1.0,Bipartite Graph MCM,289.0,,,1,1,"$O(min(V*k, E)+sqrt(k)*min(k^2, E))$",,,[https://arxiv.org/abs/1105.1569 Chandran and Hochbaum (2011)],Chandran and Hochbaum,2011,https://arxiv.org/abs/1105.1569,,,,0.0,0,3,"V: 3,
E: 3,
k: 5.5","O(min(V*k, E)+sqrt(k)*min(k^2, E))","V: number of vertices
E: number of edges
(k: size of maximum matching)",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E)??,Designs a flow network and runs pseudoflow algorithms on graph; space can be reused if too many residual graphs are created,1.0,0.0,,1,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics
282,28.0,Maximum Cardinality Matching,1.0,General Graph MCM,290.0,,,1,1,O((V^{0.5})E),,,[https://web.eecs.umich.edu/~pettie/matching/Blum-matching-ICALP90.pdf Blum (1990)],Blum,1990,https://web.eecs.umich.edu/~pettie/matching/Blum-matching-ICALP90.pdf,,,,0.0,0,5.5,"V: 5.5,
E: 3",O((V^{0.5})E),"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E)??,"Each phase, creates a separate directed graph and solves a reachability problem on it. Can reuse space across phases",1.0,0.0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics
283,28.0,Maximum Cardinality Matching,1.0,General Graph MCM,291.0,,,1,1,O((V^{0.5})E),,,[https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf Gabow; Tarjan (1991)],Gabow; Tarjan,1991,https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf,,,,0.0,0,5.5,"V: 5.5,
E: 3",O((V^{0.5})E),"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"E: 3,
V: 5",O(E)?,https://web.eecs.umich.edu/~pettie/matching/Gabow-Tarjan-scaling-general-graph-matching.pdf,0.0,1.0,,0,,0,,0,0,,0,0,,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics
